tale_id,num_episodes,num_sentences,num_clauses,num_words,avg_episode_length,avg_sentence_length,avg_clause_length,avg_dep_distance_clause,avg_dep_distance_sentence,avg_dep_distance_episode,Average_Eventfulness,Average_I,CLI,D_h,avg_homothety
1.0,6.0,29.0,189.0,1592.0,227.42857142857144,54.89655172413793,8.423280423280424,0.671957671957672,4.379310344827586,18.142857142857142,0.2413793103448276,1.057074910820452,11.038989598811291,-0.33075284134283006,3.407326319203714
2.0,11.0,74.0,411.0,3190.0,265.8333333333333,43.108108108108105,7.761557177615572,0.8418491484184915,4.675675675675675,28.83333333333333,0.1621621621621621,0.758217677136596,11.212188200149368,-0.34160028268756165,2.9364547028780605
3.0,5.0,27.0,145.0,1112.0,185.33333333333331,41.18518518518518,7.6689655172413795,2.613793103448276,14.037037037037036,63.16666666666666,0.2222222222222222,3.119341563786008,10.178683651804668,-0.34837806219733025,3.2037292464878675
4.0,7.0,44.0,274.0,2066.0,258.25,46.95454545454545,7.54014598540146,1.1204379562043796,6.977272727272728,38.375,0.1818181818181818,1.2685950413223142,11.185671641791046,-0.34234174387482513,2.986570607008563
5.0,9.0,37.0,199.0,1492.0,149.2,40.32432432432432,7.49748743718593,0.2412060301507537,1.2972972972972974,4.8,0.2702702702702703,0.3506208911614317,10.631487999999996,-0.35399703111935077,2.928913838461577
6.0,7.0,48.0,302.0,2276.0,284.5,47.41666666666666,7.536423841059602,0.2582781456953642,1.625,9.75,0.1666666666666666,0.2708333333333333,10.950502092050211,-0.34101502599524364,2.97955429412383
7.0,10.0,42.0,310.0,2444.0,222.1818181818182,58.19047619047619,7.883870967741935,1.2,8.857142857142858,33.81818181818182,0.2619047619047619,2.3197278911564627,11.956230769230764,-0.33524123227535396,3.0232155657962108
8.0,8.0,47.0,270.0,2118.0,235.33333333333331,45.06382978723404,7.844444444444444,0.4555555555555555,2.617021276595745,13.666666666666666,0.1914893617021276,0.5011317338162065,12.066216216216215,-0.34100881213121564,3.063521145258734
9.0,8.0,34.0,185.0,1490.0,165.55555555555554,43.8235294117647,8.054054054054054,5.227027027027027,28.44117647058824,107.44444444444444,0.2647058823529412,7.528546712802768,12.313354430379746,-0.34408742402040554,3.1697668256491798
10.0,9.0,49.0,270.0,1968.0,196.8,40.16326530612245,7.288888888888889,0.4666666666666667,2.571428571428572,12.6,0.2040816326530612,0.5247813411078718,11.648260869565217,-0.35285126203628964,2.828109515411103
11.0,4.0,20.0,131.0,1046.0,209.2,52.3,7.984732824427481,0.8015267175572519,5.25,21.0,0.25,1.3125,11.231625835189313,-0.3373501579885294,3.461195928753181
12.0,8.0,43.0,243.0,1788.0,198.66666666666663,41.58139534883721,7.358024691358024,1.2962962962962965,7.325581395348837,35.0,0.2093023255813953,1.5332612222823148,11.641076716016151,-0.35093243717628103,2.8880116119564874
13.0,5.0,25.0,154.0,1202.0,200.33333333333331,48.08,7.805194805194805,2.1493506493506493,13.24,55.16666666666666,0.24,3.1776,11.47217221135029,-0.34187144882751347,3.256190476190477
14.0,3.0,27.0,167.0,1262.0,315.5,46.74074074074074,7.5568862275449105,0.7964071856287425,4.925925925925926,33.25,0.1481481481481481,0.7297668038408778,11.218983050847452,-0.3399615020826163,3.461891032749316
15.0,3.0,11.0,60.0,462.0,115.5,42.0,7.7,3.85,21.0,57.75,0.3636363636363636,7.636363636363637,11.472199999999996,-0.354488515465378,3.604545454545455
16.0,12.0,71.0,422.0,3300.0,253.84615384615384,46.478873239436616,7.819905213270142,0.5616113744075829,3.3380281690140845,18.23076923076923,0.1830985915492957,0.6111882562983535,12.187559395248377,-0.3395880234964248,2.9409696726965264
17.0,9.0,51.0,303.0,2394.0,239.4,46.94117647058823,7.900990099009901,0.6963696369636964,4.137254901960785,21.1,0.196078431372549,0.8112264513648597,11.787944664031617,-0.3391615311985195,3.047757716948165
18.0,12.0,65.0,406.0,3200.0,246.15384615384616,49.23076923076923,7.881773399014778,1.1995073891625616,7.492307692307692,37.46153846153846,0.2,1.4984615384615383,11.483090638930165,-0.3378698524698563,2.966228790366721
19.0,4.0,18.0,124.0,906.0,181.2,50.333333333333336,7.306451612903226,1.403225806451613,9.666666666666666,34.8,0.2777777777777778,2.685185185185185,13.450861618798951,-0.3480175475065819,3.185334528076464
20.0,2.0,19.0,112.0,842.0,280.6666666666667,44.31578947368421,7.517857142857143,0.9375,5.526315789473684,35.0,0.1578947368421052,0.8725761772853184,10.598435754189945,-0.34308551716035557,3.8681077694235584
,,,,,,,,,,,,,,,
