tale_id,num_episodes,num_sentences,num_clauses,num_words,avg_episode_length,avg_sentence_length,avg_clause_length,avg_dep_distance_clause,avg_dep_distance_sentence,avg_dep_distance_episode,Average_Eventfulness,Average_I,CLI,D_h,avg_homothety
1.0,2.0,23.0,146.0,952.0,317.3333333333333,41.391304347826086,6.52054794520548,1.8767123287671232,11.91304347826087,91.33333333333331,0.1304347826086956,1.553875236294896,9.13653846153846,-0.3572515705469718,3.3562636489974196
2.0,6.0,37.0,243.0,1838.0,262.57142857142856,49.67567567567568,7.563786008230453,1.3786008230452675,9.054054054054054,47.85714285714285,0.1891891891891892,1.712929145361578,9.164921465968582,-0.34049255219986324,3.0552898577589933
3.0,2.0,34.0,225.0,1476.0,492.0,43.41176470588236,6.56,2.2711111111111117,15.029411764705882,170.33333333333334,0.088235294117647,1.3261245674740485,9.10455813953488,-0.35088404969008274,3.359782135076253
4.0,1.0,57.0,360.0,2530.0,1265.0,44.3859649122807,7.027777777777778,0.6111111111111112,3.8596491228070176,110.0,0.0350877192982456,0.1354262850107725,8.324279398762155,-0.33562752840009963,4.749658869395711
5.0,4.0,80.0,489.0,3458.0,691.6,43.225,7.071574642126789,0.4723926380368098,2.8875,46.2,0.0625,0.18046875,7.934066570188136,-0.3404446725616887,3.021855828220858
6.0,5.0,47.0,317.0,2190.0,365.0,46.59574468085106,6.908517350157728,3.154574132492113,21.27659574468085,166.66666666666666,0.1276595744680851,2.7161611588954275,8.916725388601037,-0.3468703398057989,2.8553817929614964
7.0,5.0,55.0,347.0,2294.0,382.3333333333333,41.70909090909091,6.610951008645533,2.7146974063400577,17.12727272727273,157.0,0.109090909090909,1.868429752066116,8.707186147186142,-0.3536337166536308,2.7335778534625796
8.0,9.0,124.0,892.0,6214.0,621.4,50.11290322580645,6.966367713004484,0.3206278026905829,2.306451612903226,28.6,0.0806451612903225,0.1860041623309053,8.514591291061876,-0.3391495149280029,2.653355728070035
9.0,12.0,209.0,1165.0,7792.0,599.3846153846154,37.2822966507177,6.688412017167382,0.111587982832618,0.6220095693779905,10.0,0.062200956937799,0.0386895904397793,7.39042647994907,-0.35115962099217507,2.4957932612777878
10.0,1.0,60.0,495.0,3832.0,1916.0,63.86666666666667,7.741414141414141,1.1292929292929292,9.316666666666666,279.5,0.0333333333333333,0.3105555555555555,7.115029585798816,-0.31548447251292133,5.212457912457912
11.0,8.0,67.0,461.0,3356.0,372.8888888888889,50.08955223880597,7.279826464208243,0.6203904555314533,4.268656716417911,31.77777777777778,0.1343283582089552,0.5734016484740477,8.62848066298342,-0.33988827136772004,2.8231564520132526
12.0,10.0,83.0,550.0,3916.0,356.0,47.18072289156626,7.12,0.4,2.6506024096385543,20.0,0.1325301204819277,0.3512846566990855,9.224925462134763,-0.3439149864930473,2.705146403797006
,,,,,,,,,,,,,,,
