tale_id,num_episodes,num_sentences,num_clauses,num_words,avg_episode_length,avg_sentence_length,avg_clause_length,avg_dep_distance_clause,avg_dep_distance_sentence,avg_dep_distance_episode,Average_Eventfulness,Average_I,CLI,D_h,avg_homothety
1.0,11.0,48.0,468.0,2728.0,227.33333333333331,56.833333333333336,5.829059829059829,0.2564102564102564,2.5,10.0,0.25,0.625,5.737785588752196,-0.3658606931788076,2.237179487179487
2.0,7.0,80.0,406.0,2440.0,305.0,30.5,6.009852216748769,0.229064039408867,1.1625,11.625,0.1,0.11625,5.117378351539223,-0.37536206841557923,2.388482289467511
3.0,7.0,75.0,706.0,4290.0,536.25,57.2,6.076487252124646,1.1558073654390937,10.88,102.0,0.1066666666666666,1.1605333333333334,6.062770270270267,-0.35171544318787173,2.385818606951751
4.0,19.0,107.0,1006.0,6102.0,305.1,57.02803738317757,6.065606361829026,2.279324055666004,21.429906542056077,114.65,0.1869158878504672,4.005590007860948,6.270678287230012,-0.35772907775735957,2.2260421729338673
5.0,16.0,50.0,482.0,3028.0,178.11764705882354,60.56,6.282157676348548,0.3983402489626556,3.84,11.294117647058824,0.34,1.3056,5.771951219512193,-0.35917298373711554,2.372842323651452
6.0,12.0,144.0,1188.0,7300.0,561.5384615384615,50.69444444444444,6.1447811447811445,0.25,2.0625,22.846153846153847,0.0902777777777777,0.1861979166666666,5.670234374999996,-0.3528252549134184,2.289445379723157
7.0,28.0,128.0,1182.0,6850.0,236.20689655172413,53.515625,5.795262267343485,0.3096446700507614,2.859375,12.620689655172416,0.2265625,0.6478271484375,5.974237995824634,-0.3674451998028679,2.1123631506325036
8.0,11.0,40.0,480.0,2992.0,249.33333333333331,74.8,6.233333333333333,1.4,16.8,56.0,0.3,5.04,7.323691838291378,-0.3513483690488033,2.3944444444444444
9.0,17.0,135.0,1160.0,7032.0,390.6666666666667,52.08888888888889,6.062068965517241,0.4681034482758621,4.022222222222222,30.166666666666668,0.1333333333333333,0.5362962962962963,6.003337765957447,-0.35721859204437817,2.222791300428217
10.0,7.0,54.0,404.0,2490.0,311.25,46.11111111111112,6.163366336633663,0.905940594059406,6.777777777777778,45.75,0.1481481481481481,1.0041152263374484,5.401842610364682,-0.3607437165566154,2.441886252117275
11.0,6.0,33.0,238.0,1278.0,182.57142857142856,38.72727272727273,5.369747899159663,1.3907563025210083,10.030303030303031,47.285714285714285,0.2121212121212121,2.1276400367309463,6.849530434782608,-0.38835495666187114,2.205160852219676
12.0,21.0,106.0,920.0,5294.0,240.63636363636363,49.943396226415096,5.754347826086956,0.1021739130434782,0.8867924528301887,4.2727272727272725,0.2075471698113207,0.1840512637949448,6.123086155165023,-0.3696873020877895,2.117042983449874
13.0,2.0,13.0,114.0,854.0,284.6666666666667,65.6923076923077,7.491228070175438,3.0964912280701755,27.153846153846157,117.66666666666669,0.2307692307692307,6.266272189349112,5.507934782608693,-0.3341574782774992,3.860548807917228
14.0,1.0,11.0,120.0,690.0,345.0,62.72727272727273,5.75,1.8833333333333333,20.545454545454547,113.0,0.1818181818181818,3.735537190082645,6.64724919093851,-0.3605041732935361,3.9244949494949495
15.0,9.0,57.0,644.0,3790.0,379.0,66.49122807017544,5.885093167701863,0.765527950310559,8.649122807017545,49.3,0.175438596491228,1.5173899661434287,6.199097010372178,-0.35554060569298196,2.26764677393968
16.0,8.0,51.0,518.0,3292.0,365.77777777777777,64.54901960784314,6.355212355212355,2.8223938223938223,28.666666666666668,162.44444444444446,0.1764705882352941,5.058823529411765,5.854398848092153,-0.34794590697617084,2.474846695434931
17.0,4.0,7.0,60.0,370.0,74.0,52.85714285714285,6.166666666666667,13.1,112.28571428571428,157.2,0.7142857142857143,80.20408163265307,4.22586826347305,-0.37868624094449305,2.8464285714285715
18.0,22.0,132.0,1126.0,6244.0,271.4782608695652,47.30303030303031,5.5452930728241565,0.8987566607460036,7.666666666666667,44.0,0.1742424242424242,1.335858585858586,5.221590733590734,-0.3740897821328563,2.029607800922188
19.0,5.0,47.0,526.0,2944.0,490.6666666666667,62.63829787234042,5.596958174904943,0.344106463878327,3.851063829787234,30.166666666666668,0.1276595744680851,0.4916251697600723,6.458562499999999,-0.36025123389094654,2.3111209988404386
20.0,9.0,25.0,352.0,1920.0,192.0,76.8,5.454545454545454,1.1107954545454546,15.64,39.1,0.4,6.256,7.14043628013777,-0.3698741685001276,2.177209595959596
21.0,3.0,11.0,128.0,778.0,194.5,70.72727272727273,6.078125,17.9609375,209.0,574.75,0.3636363636363636,76.0,5.392514619883038,-0.35838704126293625,2.851246843434343
22.0,30.0,149.0,1314.0,7860.0,253.5483870967742,52.75167785234899,5.981735159817352,0.4710806697108067,4.154362416107382,19.967741935483872,0.2080536912751678,0.8643304355659654,5.796927692769273,-0.36323095991708465,2.1675247464067913
23.0,5.0,99.0,994.0,5776.0,962.6666666666666,58.343434343434346,5.810865191146881,0.3571428571428571,3.585858585858586,59.16666666666666,0.0606060606060606,0.2173247627793082,6.069265905383357,-0.3514668560435727,2.377747291831799
24.0,5.0,70.0,498.0,2884.0,480.6666666666667,41.2,5.791164658634538,0.3453815261044177,2.4571428571428573,28.666666666666668,0.0857142857142857,0.2106122448979592,5.806501650165014,-0.3662908266868858,2.391891375023905
25.0,32.0,118.0,1210.0,7076.0,214.42424242424244,59.96610169491525,5.847933884297521,0.3421487603305785,3.5084745762711864,12.545454545454543,0.2796610169491525,0.981183567940247,6.018527004909981,-0.3650273911460676,2.135954498762665
,,,,,,,,,,,,,,,
