tale_id;num_episodes;num_sentences;num_clauses;num_words;avg_sentences/episode;avg_clauses/sentence;avg_words/clause;avg_episode_length;avg_sentence_length;avg_clause_length;avg_dep_distance_clause;avg_dep_distance_sentence;avg_dep_distance_episode;Average_Eventfulness;Average_I;CLI;Average_homotethy;D_h
1.0;6.0;61.0;411.0;2650.0;10.1666666667;6.737704918;6.4476885645;378.5714285714;43.4426229508;6.4476885645;1.2068126521;8.131147541;70.8571428571;0.1147540984;0.9330825047;8.7414869888;7.784020049733333;-0.5463567350261532
2.0;18.0;103.0;671.0;4652.0;5.7222222222;6.5145631068;6.9329359165;244.8421052632;45.1650485437;6.9329359165;1.0625931446;6.9223300971;37.5263157895;0.1844660194;1.2769346781;9.1148151899;6.389907081833333;-0.5944726214321209
3.0;3.0;53.0;359.0;2568.0;17.6666666667;6.7735849057;7.1532033426;642.0;48.4528301887;7.1532033426;1.6852367688;11.4150943396;151.25;0.0754716981;0.8615165539;8.6903985507;10.531151638333334;-0.5050696884444003
4.0;11.0;45.0;317.0;2292.0;4.0909090909;7.0444444444;7.2302839117;191.0;50.9333333333;7.2302839117;0.7097791798;5.0;18.75;0.2666666667;1.3333333333;9.9175445545;6.121879149000001;-0.6326405822051465
5.0;9.0;44.0;279.0;2030.0;4.8888888889;6.3409090909;7.2759856631;203.0;46.1363636364;7.2759856631;0.752688172;4.7727272727;21.0;0.2272727273;1.0847107438;9.8542695357;6.168594547633333;-0.6135496053656508
6.0;1.0;86.0;619.0;4248.0;86.0;7.1976744186;6.8626817447;2124.0;49.3953488372;6.8626817447;0.7027463651;5.0581395349;217.5;0.023255814;0.117631152;8.8444054795;33.35345205443333;-0.4578766331695682
7.0;7.0;41.0;316.0;2194.0;5.8571428571;7.7073170732;6.9430379747;274.25;53.512195122;6.9430379747;0.5411392405;4.1707317073;21.375;0.1951219512;0.8138013087;7.3895819936;6.835832635;-0.5754748915858813
8.0;7.0;50.0;319.0;2138.0;7.1428571429;6.38;6.7021943574;267.25;42.76;6.7021943574;1.2163009404;7.76;48.5;0.16;1.2416;7.8718847007;6.741683833433332;-0.5763599840239654
9.0;1.0;124.0;881.0;6150.0;124.0;7.1048387097;6.9807037457;3075.0;49.5967741935;6.9807037457;0.3416572077;2.4274193548;150.5;0.0161290323;0.0391519251;9.1579075057;46.0285141518;-0.4511954115839336
10.0;8.0;61.0;440.0;2910.0;7.625;7.2131147541;6.6136363636;323.3333333333;47.7049180328;6.6136363636;2.4977272727;18.0163934426;122.1111111111;0.1475409836;2.6581564096;8.1638126541;7.150583705900001;-0.5594518107122243
11.0;20.0;109.0;739.0;4922.0;5.45;6.7798165138;6.6603518268;234.380952381;45.1559633028;6.6603518268;2.0094722598;13.623853211;70.7142857143;0.1926605505;2.624779059;9.3311825922;6.2967227802;-0.6004334425369003
12.0;1.0;119.0;773.0;5740.0;119.0;6.4957983193;7.425614489;2870.0;48.2352941176;7.425614489;0.6416558862;4.1680672269;248.0;0.0168067227;0.07005155;8.7305974843;44.307137602766666;-0.4549872317730755
13.0;6.0;46.0;267.0;2008.0;7.6666666667;5.8043478261;7.5205992509;286.8571428571;43.652173913;7.5205992509;2.4943820225;14.4782608696;95.1428571429;0.152173913;2.2032136106;8.8083352208;6.997204581233333;-0.5695225852043589
14.0;12.0;209.0;1165.0;7792.0;17.4166666667;5.5741626794;6.6884120172;599.3846153846;37.2822966507;6.6884120172;0.1115879828;0.6220095694;10.0;0.0622009569;0.0386895904;7.3904264799;9.893080454433333;-0.5339990606659432
15.0;4.0;50.0;300.0;2062.0;12.5;6.0;6.8733333333;412.4;41.24;6.8733333333;0.7;4.2;42.0;0.1;0.42;8.3623820225;8.457777777766667;-0.5393463337362787
16.0;3.0;15.0;91.0;628.0;5.0;6.0666666667;6.9010989011;157.0;41.8666666667;6.9010989011;21.4615384615;130.2;488.25;0.2666666667;34.72;6.1496774194;5.989255189266667;-0.6202430576275355
17.0;1.0;13.0;81.0;470.0;13.0;6.2307692308;5.8024691358;235.0;36.1538461538;5.8024691358;17.6666666667;110.0769230769;715.5;0.1538461538;16.9349112426;8.2078;8.344412788866666;-0.5512123178498346
18.0;9.0;105.0;714.0;5120.0;11.6666666667;6.8;7.1708683473;512.0;48.7619047619;7.1708683473;0.3081232493;2.0952380952;22.0;0.0952380952;0.1995464853;10.2893031514;8.545845004666667;-0.5259866220548504
19.0;10.0;83.0;550.0;3916.0;8.3;6.6265060241;7.12;356.0;47.1807228916;7.12;0.4;2.6506024096;20.0;0.1325301205;0.3512846567;9.2249254621;7.348835341366667;-0.5532538391727767
20.0;1.0;37.0;250.0;1774.0;37.0;6.7567567568;7.096;887.0;47.9459459459;7.096;1.34;9.0540540541;167.5;0.0540540541;0.4894083272;9.5986751592;16.950918918933336;-0.47997471153860244
21.0;1.0;63.0;444.0;3308.0;63.0;7.0476190476;7.4504504505;1654.0;52.5079365079;7.4504504505;0.8738738739;6.1587301587;194.0;0.0317460317;0.1955152431;8.9106354515;25.832689832699998;-0.4582740824096431
22.0;6.0;36.0;267.0;1896.0;6.0;7.4166666667;7.1011235955;270.8571428571;52.6666666667;7.1011235955;1.8951310861;14.0555555556;72.2857142857;0.1944444444;2.7330246914;9.6007971864;6.8392634207333325;-0.5739583295372431
23.0;13.0;100.0;724.0;4992.0;7.6923076923;7.24;6.8950276243;356.5714285714;49.92;6.8950276243;1.320441989;9.56;68.2857142857;0.14;1.3384;9.2277186312;7.275778438866666;-0.5541437223414455
24.0;4.0;48.0;283.0;2106.0;12.0;5.8958333333;7.4416961131;421.2;43.875;7.4416961131;3.2261484099;19.0208333333;182.6;0.1041666667;1.9813368056;8.2654503464;8.4458431488;-0.5362256707128893
25.0;1.0;61.0;418.0;2958.0;61.0;6.8524590164;7.0765550239;1479.0;48.4918032787;7.0765550239;0.9282296651;6.3606557377;194.0;0.0327868852;0.2085460898;8.1352252252;24.976338013433335;-0.4665020860758639
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
