tale_id;beauty_score;num_episodes_value;num_sentences_value;num_sentences_min_ks_stat;num_clauses_value;num_clauses_best_H;num_clauses_min_ks_stat;num_words_value;num_words_best_H;num_words_min_ks_stat;avg_episode_length_value;avg_episode_length_best_H;avg_episode_length_min_ks_stat;avg_sentence_length_value;avg_sentence_length_best_H;avg_sentence_length_min_ks_stat;avg_clause_length_value;avg_clause_length_best_H;avg_clause_length_min_ks_stat;avg_dep_distance_clause_value;avg_dep_distance_clause_best_H;avg_dep_distance_clause_min_ks_stat;avg_dep_distance_sentence_value;avg_dep_distance_sentence_best_H;avg_dep_distance_sentence_min_ks_stat;avg_dep_distance_episode_value;avg_dep_distance_episode_best_H;avg_dep_distance_episode_min_ks_stat;Average_Eventfulness_value;Average_Eventfulness_best_H;Average_Eventfulness_min_ks_stat;Average_I_value;Average_I_best_H;Average_I_min_ks_stat;ks_stat_num_episodes_vs_num_sentences;ks_stat_num_episodes_vs_num_clauses;ks_stat_num_episodes_vs_num_words;ks_stat_num_episodes_vs_avg_episode_length;ks_stat_num_episodes_vs_avg_sentence_length;ks_stat_num_episodes_vs_avg_clause_length;ks_stat_num_episodes_vs_avg_dep_distance_clause;ks_stat_num_episodes_vs_avg_dep_distance_sentence;ks_stat_num_episodes_vs_avg_dep_distance_episode;ks_stat_num_episodes_vs_Average_Eventfulness;ks_stat_num_episodes_vs_Average_I;ks_stat_num_sentences_vs_num_clauses;ks_stat_num_sentences_vs_num_words;ks_stat_num_sentences_vs_avg_episode_length;ks_stat_num_sentences_vs_avg_sentence_length;ks_stat_num_sentences_vs_avg_clause_length;ks_stat_num_sentences_vs_avg_dep_distance_clause;ks_stat_num_sentences_vs_avg_dep_distance_sentence;ks_stat_num_sentences_vs_avg_dep_distance_episode;ks_stat_num_sentences_vs_Average_Eventfulness;ks_stat_num_sentences_vs_Average_I;ks_stat_num_clauses_vs_num_words;ks_stat_num_clauses_vs_avg_episode_length;ks_stat_num_clauses_vs_avg_sentence_length;ks_stat_num_clauses_vs_avg_clause_length;ks_stat_num_clauses_vs_avg_dep_distance_clause;ks_stat_num_clauses_vs_avg_dep_distance_sentence;ks_stat_num_clauses_vs_avg_dep_distance_episode;ks_stat_num_clauses_vs_Average_Eventfulness;ks_stat_num_clauses_vs_Average_I;ks_stat_num_words_vs_avg_episode_length;ks_stat_num_words_vs_avg_sentence_length;ks_stat_num_words_vs_avg_clause_length;ks_stat_num_words_vs_avg_dep_distance_clause;ks_stat_num_words_vs_avg_dep_distance_sentence;ks_stat_num_words_vs_avg_dep_distance_episode;ks_stat_num_words_vs_Average_Eventfulness;ks_stat_num_words_vs_Average_I;ks_stat_avg_episode_length_vs_avg_sentence_length;ks_stat_avg_episode_length_vs_avg_clause_length;ks_stat_avg_episode_length_vs_avg_dep_distance_clause;ks_stat_avg_episode_length_vs_avg_dep_distance_sentence;ks_stat_avg_episode_length_vs_avg_dep_distance_episode;ks_stat_avg_episode_length_vs_Average_Eventfulness;ks_stat_avg_episode_length_vs_Average_I;ks_stat_avg_sentence_length_vs_avg_clause_length;ks_stat_avg_sentence_length_vs_avg_dep_distance_clause;ks_stat_avg_sentence_length_vs_avg_dep_distance_sentence;ks_stat_avg_sentence_length_vs_avg_dep_distance_episode;ks_stat_avg_sentence_length_vs_Average_Eventfulness;ks_stat_avg_sentence_length_vs_Average_I;ks_stat_avg_clause_length_vs_avg_dep_distance_clause;ks_stat_avg_clause_length_vs_avg_dep_distance_sentence;ks_stat_avg_clause_length_vs_avg_dep_distance_episode;ks_stat_avg_clause_length_vs_Average_Eventfulness;ks_stat_avg_clause_length_vs_Average_I;ks_stat_avg_dep_distance_clause_vs_avg_dep_distance_sentence;ks_stat_avg_dep_distance_clause_vs_avg_dep_distance_episode;ks_stat_avg_dep_distance_clause_vs_Average_Eventfulness;ks_stat_avg_dep_distance_clause_vs_Average_I;ks_stat_avg_dep_distance_sentence_vs_avg_dep_distance_episode;ks_stat_avg_dep_distance_sentence_vs_Average_Eventfulness;ks_stat_avg_dep_distance_sentence_vs_Average_I;ks_stat_avg_dep_distance_episode_vs_Average_Eventfulness;ks_stat_avg_dep_distance_episode_vs_Average_I;ks_stat_Average_Eventfulness_vs_Average_I
22;6.64;19;75;;816;;0.12;4998;0.4;0.12;249.9;0.3;0.24;66.64;0.3;0.1944444444;6.125;0.3;0.4615384615;0.1458333333;0.2;0.32;1.5866666667;0.1;0.36;5.95;0.5;0.24;0.2666666667;0.2;0.08;0.4231111111;0.1;0.4;0.12;0.16;0.12;0.28;0.3066666667;0.5215384615;0.44;0.44;0.32;0.2;0.52;0.08;0.08;0.28;0.1866666667;0.4830769231;0.44;0.44;0.32;0.2;0.44;0.08;0.28;0.1988888889;0.48;0.44;0.44;0.28;0.2;0.44;0.28;0.1866666667;0.48;0.44;0.44;0.28;0.2;0.44;0.4666666667;0.6;0.24;0.36;0.16;0.32;0.44;0.6282051282;0.4788888889;0.5711111111;0.4511111111;0.2788888889;0.5866666667;0.5215384615;0.52;0.56;0.4830769231;0.6015384615;0.16;0.4;0.28;0.44;0.4;0.32;0.44;0.24;0.52;0.36
23;6.48;21;149;;1314;;0.12;7860;0.4;0.12;357.2727272727;0.3;0.24;52.7516778523;0.3;0.1944444444;5.9817351598;0.3;0.4615384615;0.4710806697;0.2;0.32;4.1543624161;0.1;0.36;28.1363636364;0.5;0.24;0.1476510067;0.2;0.08;0.613395793;0.1;0.4;0.12;0.16;0.12;0.28;0.3066666667;0.5215384615;0.44;0.44;0.32;0.2;0.52;0.08;0.08;0.28;0.1866666667;0.4830769231;0.44;0.44;0.32;0.2;0.44;0.08;0.28;0.1988888889;0.48;0.44;0.44;0.28;0.2;0.44;0.28;0.1866666667;0.48;0.44;0.44;0.28;0.2;0.44;0.4666666667;0.6;0.24;0.36;0.16;0.32;0.44;0.6282051282;0.4788888889;0.5711111111;0.4511111111;0.2788888889;0.5866666667;0.5215384615;0.52;0.56;0.4830769231;0.6015384615;0.16;0.4;0.28;0.44;0.4;0.32;0.44;0.24;0.52;0.36
24;6.32;22;106;;1034;;0.12;6400;0.4;0.12;278.2608695652;0.3;0.24;60.3773584906;0.3;0.1944444444;6.1895551257;0.3;0.4615384615;2.3887814313;0.2;0.32;23.3018867925;0.1;0.36;107.3913043478;0.5;0.24;0.2169811321;0.2;0.08;5.0560697757;0.1;0.4;0.12;0.16;0.12;0.28;0.3066666667;0.5215384615;0.44;0.44;0.32;0.2;0.52;0.08;0.08;0.28;0.1866666667;0.4830769231;0.44;0.44;0.32;0.2;0.44;0.08;0.28;0.1988888889;0.48;0.44;0.44;0.28;0.2;0.44;0.28;0.1866666667;0.48;0.44;0.44;0.28;0.2;0.44;0.4666666667;0.6;0.24;0.36;0.16;0.32;0.44;0.6282051282;0.4788888889;0.5711111111;0.4511111111;0.2788888889;0.5866666667;0.5215384615;0.52;0.56;0.4830769231;0.6015384615;0.16;0.4;0.28;0.44;0.4;0.32;0.44;0.24;0.52;0.36
25;6.16;3;11;;128;;0.12;778;0.4;0.12;194.5;0.3;0.24;70.7272727273;0.3;0.1944444444;6.078125;0.3;0.4615384615;17.9609375;0.2;0.32;209;0.1;0.36;574.75;0.5;0.24;0.3636363636;0.2;0.08;76;0.1;0.4;0.12;0.16;0.12;0.28;0.3066666667;0.5215384615;0.44;0.44;0.32;0.2;0.52;0.08;0.08;0.28;0.1866666667;0.4830769231;0.44;0.44;0.32;0.2;0.44;0.08;0.28;0.1988888889;0.48;0.44;0.44;0.28;0.2;0.44;0.28;0.1866666667;0.48;0.44;0.44;0.28;0.2;0.44;0.4666666667;0.6;0.24;0.36;0.16;0.32;0.44;0.6282051282;0.4788888889;0.5711111111;0.4511111111;0.2788888889;0.5866666667;0.5215384615;0.52;0.56;0.4830769231;0.6015384615;0.16;0.4;0.28;0.44;0.4;0.32;0.44;0.24;0.52;0.36
;;;;;;;0.12;;0.4;0.12;;0.3;0.24;;0.3;0.1944444444;;0.3;0.4615384615;;0.2;0.32;;0.1;0.36;;0.5;0.24;;0.2;0.08;;0.1;0.4;0.12;0.16;0.12;0.28;0.3066666667;0.5215384615;0.44;0.44;0.32;0.2;0.52;0.08;0.08;0.28;0.1866666667;0.4830769231;0.44;0.44;0.32;0.2;0.44;0.08;0.28;0.1988888889;0.48;0.44;0.44;0.28;0.2;0.44;0.28;0.1866666667;0.48;0.44;0.44;0.28;0.2;0.44;0.4666666667;0.6;0.24;0.36;0.16;0.32;0.44;0.6282051282;0.4788888889;0.5711111111;0.4511111111;0.2788888889;0.5866666667;0.5215384615;0.52;0.56;0.4830769231;0.6015384615;0.16;0.4;0.28;0.44;0.4;0.32;0.44;0.24;0.52;0.36
;;;;;;;0.12;;0.4;0.12;;0.3;0.24;;0.3;0.1944444444;;0.3;0.4615384615;;0.2;0.32;;0.1;0.36;;0.5;0.24;;0.2;0.08;;0.1;0.4;0.12;0.16;0.12;0.28;0.3066666667;0.5215384615;0.44;0.44;0.32;0.2;0.52;0.08;0.08;0.28;0.1866666667;0.4830769231;0.44;0.44;0.32;0.2;0.44;0.08;0.28;0.1988888889;0.48;0.44;0.44;0.28;0.2;0.44;0.28;0.1866666667;0.48;0.44;0.44;0.28;0.2;0.44;0.4666666667;0.6;0.24;0.36;0.16;0.32;0.44;0.6282051282;0.4788888889;0.5711111111;0.4511111111;0.2788888889;0.5866666667;0.5215384615;0.52;0.56;0.4830769231;0.6015384615;0.16;0.4;0.28;0.44;0.4;0.32;0.44;0.24;0.52;0.36
;;;;;;;0.12;;0.4;0.12;;0.3;0.24;;0.3;0.1944444444;;0.3;0.4615384615;;0.2;0.32;;0.1;0.36;;0.5;0.24;;0.2;0.08;;0.1;0.4;0.12;0.16;0.12;0.28;0.3066666667;0.5215384615;0.44;0.44;0.32;0.2;0.52;0.08;0.08;0.28;0.1866666667;0.4830769231;0.44;0.44;0.32;0.2;0.44;0.08;0.28;0.1988888889;0.48;0.44;0.44;0.28;0.2;0.44;0.28;0.1866666667;0.48;0.44;0.44;0.28;0.2;0.44;0.4666666667;0.6;0.24;0.36;0.16;0.32;0.44;0.6282051282;0.4788888889;0.5711111111;0.4511111111;0.2788888889;0.5866666667;0.5215384615;0.52;0.56;0.4830769231;0.6015384615;0.16;0.4;0.28;0.44;0.4;0.32;0.44;0.24;0.52;0.36
;;;;;;;0.12;;0.4;0.12;;0.3;0.24;;0.3;0.1944444444;;0.3;0.4615384615;;0.2;0.32;;0.1;0.36;;0.5;0.24;;0.2;0.08;;0.1;0.4;0.12;0.16;0.12;0.28;0.3066666667;0.5215384615;0.44;0.44;0.32;0.2;0.52;0.08;0.08;0.28;0.1866666667;0.4830769231;0.44;0.44;0.32;0.2;0.44;0.08;0.28;0.1988888889;0.48;0.44;0.44;0.28;0.2;0.44;0.28;0.1866666667;0.48;0.44;0.44;0.28;0.2;0.44;0.4666666667;0.6;0.24;0.36;0.16;0.32;0.44;0.6282051282;0.4788888889;0.5711111111;0.4511111111;0.2788888889;0.5866666667;0.5215384615;0.52;0.56;0.4830769231;0.6015384615;0.16;0.4;0.28;0.44;0.4;0.32;0.44;0.24;0.52;0.36
;;;;;;;0.12;;0.4;0.12;;0.3;0.24;;0.3;0.1944444444;;0.3;0.4615384615;;0.2;0.32;;0.1;0.36;;0.5;0.24;;0.2;0.08;;0.1;0.4;0.12;0.16;0.12;0.28;0.3066666667;0.5215384615;0.44;0.44;0.32;0.2;0.52;0.08;0.08;0.28;0.1866666667;0.4830769231;0.44;0.44;0.32;0.2;0.44;0.08;0.28;0.1988888889;0.48;0.44;0.44;0.28;0.2;0.44;0.28;0.1866666667;0.48;0.44;0.44;0.28;0.2;0.44;0.4666666667;0.6;0.24;0.36;0.16;0.32;0.44;0.6282051282;0.4788888889;0.5711111111;0.4511111111;0.2788888889;0.5866666667;0.5215384615;0.52;0.56;0.4830769231;0.6015384615;0.16;0.4;0.28;0.44;0.4;0.32;0.44;0.24;0.52;0.36
;;;;;;;0.12;;0.4;0.12;;0.3;0.24;;0.3;0.1944444444;;0.3;0.4615384615;;0.2;0.32;;0.1;0.36;;0.5;0.24;;0.2;0.08;;0.1;0.4;0.12;0.16;0.12;0.28;0.3066666667;0.5215384615;0.44;0.44;0.32;0.2;0.52;0.08;0.08;0.28;0.1866666667;0.4830769231;0.44;0.44;0.32;0.2;0.44;0.08;0.28;0.1988888889;0.48;0.44;0.44;0.28;0.2;0.44;0.28;0.1866666667;0.48;0.44;0.44;0.28;0.2;0.44;0.4666666667;0.6;0.24;0.36;0.16;0.32;0.44;0.6282051282;0.4788888889;0.5711111111;0.4511111111;0.2788888889;0.5866666667;0.5215384615;0.52;0.56;0.4830769231;0.6015384615;0.16;0.4;0.28;0.44;0.4;0.32;0.44;0.24;0.52;0.36
;;;;;;;0.12;;0.4;0.12;;0.3;0.24;;0.3;0.1944444444;;0.3;0.4615384615;;0.2;0.32;;0.1;0.36;;0.5;0.24;;0.2;0.08;;0.1;0.4;0.12;0.16;0.12;0.28;0.3066666667;0.5215384615;0.44;0.44;0.32;0.2;0.52;0.08;0.08;0.28;0.1866666667;0.4830769231;0.44;0.44;0.32;0.2;0.44;0.08;0.28;0.1988888889;0.48;0.44;0.44;0.28;0.2;0.44;0.28;0.1866666667;0.48;0.44;0.44;0.28;0.2;0.44;0.4666666667;0.6;0.24;0.36;0.16;0.32;0.44;0.6282051282;0.4788888889;0.5711111111;0.4511111111;0.2788888889;0.5866666667;0.5215384615;0.52;0.56;0.4830769231;0.6015384615;0.16;0.4;0.28;0.44;0.4;0.32;0.44;0.24;0.52;0.36
;;;;;;;0.12;;0.4;0.12;;0.3;0.24;;0.3;0.1944444444;;0.3;0.4615384615;;0.2;0.32;;0.1;0.36;;0.5;0.24;;0.2;0.08;;0.1;0.4;0.12;0.16;0.12;0.28;0.3066666667;0.5215384615;0.44;0.44;0.32;0.2;0.52;0.08;0.08;0.28;0.1866666667;0.4830769231;0.44;0.44;0.32;0.2;0.44;0.08;0.28;0.1988888889;0.48;0.44;0.44;0.28;0.2;0.44;0.28;0.1866666667;0.48;0.44;0.44;0.28;0.2;0.44;0.4666666667;0.6;0.24;0.36;0.16;0.32;0.44;0.6282051282;0.4788888889;0.5711111111;0.4511111111;0.2788888889;0.5866666667;0.5215384615;0.52;0.56;0.4830769231;0.6015384615;0.16;0.4;0.28;0.44;0.4;0.32;0.44;0.24;0.52;0.36
;;;;;;;0.12;;0.4;0.12;;0.3;0.24;;0.3;0.1944444444;;0.3;0.4615384615;;0.2;0.32;;0.1;0.36;;0.5;0.24;;0.2;0.08;;0.1;0.4;0.12;0.16;0.12;0.28;0.3066666667;0.5215384615;0.44;0.44;0.32;0.2;0.52;0.08;0.08;0.28;0.1866666667;0.4830769231;0.44;0.44;0.32;0.2;0.44;0.08;0.28;0.1988888889;0.48;0.44;0.44;0.28;0.2;0.44;0.28;0.1866666667;0.48;0.44;0.44;0.28;0.2;0.44;0.4666666667;0.6;0.24;0.36;0.16;0.32;0.44;0.6282051282;0.4788888889;0.5711111111;0.4511111111;0.2788888889;0.5866666667;0.5215384615;0.52;0.56;0.4830769231;0.6015384615;0.16;0.4;0.28;0.44;0.4;0.32;0.44;0.24;0.52;0.36
;;;;;;;0.12;;0.4;0.12;;0.3;0.24;;0.3;0.1944444444;;0.3;0.4615384615;;0.2;0.32;;0.1;0.36;;0.5;0.24;;0.2;0.08;;0.1;0.4;0.12;0.16;0.12;0.28;0.3066666667;0.5215384615;0.44;0.44;0.32;0.2;0.52;0.08;0.08;0.28;0.1866666667;0.4830769231;0.44;0.44;0.32;0.2;0.44;0.08;0.28;0.1988888889;0.48;0.44;0.44;0.28;0.2;0.44;0.28;0.1866666667;0.48;0.44;0.44;0.28;0.2;0.44;0.4666666667;0.6;0.24;0.36;0.16;0.32;0.44;0.6282051282;0.4788888889;0.5711111111;0.4511111111;0.2788888889;0.5866666667;0.5215384615;0.52;0.56;0.4830769231;0.6015384615;0.16;0.4;0.28;0.44;0.4;0.32;0.44;0.24;0.52;0.36
;;;;;;;0.12;;0.4;0.12;;0.3;0.24;;0.3;0.1944444444;;0.3;0.4615384615;;0.2;0.32;;0.1;0.36;;0.5;0.24;;0.2;0.08;;0.1;0.4;0.12;0.16;0.12;0.28;0.3066666667;0.5215384615;0.44;0.44;0.32;0.2;0.52;0.08;0.08;0.28;0.1866666667;0.4830769231;0.44;0.44;0.32;0.2;0.44;0.08;0.28;0.1988888889;0.48;0.44;0.44;0.28;0.2;0.44;0.28;0.1866666667;0.48;0.44;0.44;0.28;0.2;0.44;0.4666666667;0.6;0.24;0.36;0.16;0.32;0.44;0.6282051282;0.4788888889;0.5711111111;0.4511111111;0.2788888889;0.5866666667;0.5215384615;0.52;0.56;0.4830769231;0.6015384615;0.16;0.4;0.28;0.44;0.4;0.32;0.44;0.24;0.52;0.36
;;;;;;;0.12;;0.4;0.12;;0.3;0.24;;0.3;0.1944444444;;0.3;0.4615384615;;0.2;0.32;;0.1;0.36;;0.5;0.24;;0.2;0.08;;0.1;0.4;0.12;0.16;0.12;0.28;0.3066666667;0.5215384615;0.44;0.44;0.32;0.2;0.52;0.08;0.08;0.28;0.1866666667;0.4830769231;0.44;0.44;0.32;0.2;0.44;0.08;0.28;0.1988888889;0.48;0.44;0.44;0.28;0.2;0.44;0.28;0.1866666667;0.48;0.44;0.44;0.28;0.2;0.44;0.4666666667;0.6;0.24;0.36;0.16;0.32;0.44;0.6282051282;0.4788888889;0.5711111111;0.4511111111;0.2788888889;0.5866666667;0.5215384615;0.52;0.56;0.4830769231;0.6015384615;0.16;0.4;0.28;0.44;0.4;0.32;0.44;0.24;0.52;0.36
;;;;;;;0.12;;0.4;0.12;;0.3;0.24;;0.3;0.1944444444;;0.3;0.4615384615;;0.2;0.32;;0.1;0.36;;0.5;0.24;;0.2;0.08;;0.1;0.4;0.12;0.16;0.12;0.28;0.3066666667;0.5215384615;0.44;0.44;0.32;0.2;0.52;0.08;0.08;0.28;0.1866666667;0.4830769231;0.44;0.44;0.32;0.2;0.44;0.08;0.28;0.1988888889;0.48;0.44;0.44;0.28;0.2;0.44;0.28;0.1866666667;0.48;0.44;0.44;0.28;0.2;0.44;0.4666666667;0.6;0.24;0.36;0.16;0.32;0.44;0.6282051282;0.4788888889;0.5711111111;0.4511111111;0.2788888889;0.5866666667;0.5215384615;0.52;0.56;0.4830769231;0.6015384615;0.16;0.4;0.28;0.44;0.4;0.32;0.44;0.24;0.52;0.36
;;;;;;;0.12;;0.4;0.12;;0.3;0.24;;0.3;0.1944444444;;0.3;0.4615384615;;0.2;0.32;;0.1;0.36;;0.5;0.24;;0.2;0.08;;0.1;0.4;0.12;0.16;0.12;0.28;0.3066666667;0.5215384615;0.44;0.44;0.32;0.2;0.52;0.08;0.08;0.28;0.1866666667;0.4830769231;0.44;0.44;0.32;0.2;0.44;0.08;0.28;0.1988888889;0.48;0.44;0.44;0.28;0.2;0.44;0.28;0.1866666667;0.48;0.44;0.44;0.28;0.2;0.44;0.4666666667;0.6;0.24;0.36;0.16;0.32;0.44;0.6282051282;0.4788888889;0.5711111111;0.4511111111;0.2788888889;0.5866666667;0.5215384615;0.52;0.56;0.4830769231;0.6015384615;0.16;0.4;0.28;0.44;0.4;0.32;0.44;0.24;0.52;0.36
;;;;;;;0.12;;0.4;0.12;;0.3;0.24;;0.3;0.1944444444;;0.3;0.4615384615;;0.2;0.32;;0.1;0.36;;0.5;0.24;;0.2;0.08;;0.1;0.4;0.12;0.16;0.12;0.28;0.3066666667;0.5215384615;0.44;0.44;0.32;0.2;0.52;0.08;0.08;0.28;0.1866666667;0.4830769231;0.44;0.44;0.32;0.2;0.44;0.08;0.28;0.1988888889;0.48;0.44;0.44;0.28;0.2;0.44;0.28;0.1866666667;0.48;0.44;0.44;0.28;0.2;0.44;0.4666666667;0.6;0.24;0.36;0.16;0.32;0.44;0.6282051282;0.4788888889;0.5711111111;0.4511111111;0.2788888889;0.5866666667;0.5215384615;0.52;0.56;0.4830769231;0.6015384615;0.16;0.4;0.28;0.44;0.4;0.32;0.44;0.24;0.52;0.36
;;;;;;;0.12;;0.4;0.12;;0.3;0.24;;0.3;0.1944444444;;0.3;0.4615384615;;0.2;0.32;;0.1;0.36;;0.5;0.24;;0.2;0.08;;0.1;0.4;0.12;0.16;0.12;0.28;0.3066666667;0.5215384615;0.44;0.44;0.32;0.2;0.52;0.08;0.08;0.28;0.1866666667;0.4830769231;0.44;0.44;0.32;0.2;0.44;0.08;0.28;0.1988888889;0.48;0.44;0.44;0.28;0.2;0.44;0.28;0.1866666667;0.48;0.44;0.44;0.28;0.2;0.44;0.4666666667;0.6;0.24;0.36;0.16;0.32;0.44;0.6282051282;0.4788888889;0.5711111111;0.4511111111;0.2788888889;0.5866666667;0.5215384615;0.52;0.56;0.4830769231;0.6015384615;0.16;0.4;0.28;0.44;0.4;0.32;0.44;0.24;0.52;0.36
;;;;;;;0.12;;0.4;0.12;;0.3;0.24;;0.3;0.1944444444;;0.3;0.4615384615;;0.2;0.32;;0.1;0.36;;0.5;0.24;;0.2;0.08;;0.1;0.4;0.12;0.16;0.12;0.28;0.3066666667;0.5215384615;0.44;0.44;0.32;0.2;0.52;0.08;0.08;0.28;0.1866666667;0.4830769231;0.44;0.44;0.32;0.2;0.44;0.08;0.28;0.1988888889;0.48;0.44;0.44;0.28;0.2;0.44;0.28;0.1866666667;0.48;0.44;0.44;0.28;0.2;0.44;0.4666666667;0.6;0.24;0.36;0.16;0.32;0.44;0.6282051282;0.4788888889;0.5711111111;0.4511111111;0.2788888889;0.5866666667;0.5215384615;0.52;0.56;0.4830769231;0.6015384615;0.16;0.4;0.28;0.44;0.4;0.32;0.44;0.24;0.52;0.36
;;;;;;;0.12;;0.4;0.12;;0.3;0.24;;0.3;0.1944444444;;0.3;0.4615384615;;0.2;0.32;;0.1;0.36;;0.5;0.24;;0.2;0.08;;0.1;0.4;0.12;0.16;0.12;0.28;0.3066666667;0.5215384615;0.44;0.44;0.32;0.2;0.52;0.08;0.08;0.28;0.1866666667;0.4830769231;0.44;0.44;0.32;0.2;0.44;0.08;0.28;0.1988888889;0.48;0.44;0.44;0.28;0.2;0.44;0.28;0.1866666667;0.48;0.44;0.44;0.28;0.2;0.44;0.4666666667;0.6;0.24;0.36;0.16;0.32;0.44;0.6282051282;0.4788888889;0.5711111111;0.4511111111;0.2788888889;0.5866666667;0.5215384615;0.52;0.56;0.4830769231;0.6015384615;0.16;0.4;0.28;0.44;0.4;0.32;0.44;0.24;0.52;0.36
;;;;;;;0.12;;0.4;0.12;;0.3;0.24;;0.3;0.1944444444;;0.3;0.4615384615;;0.2;0.32;;0.1;0.36;;0.5;0.24;;0.2;0.08;;0.1;0.4;0.12;0.16;0.12;0.28;0.3066666667;0.5215384615;0.44;0.44;0.32;0.2;0.52;0.08;0.08;0.28;0.1866666667;0.4830769231;0.44;0.44;0.32;0.2;0.44;0.08;0.28;0.1988888889;0.48;0.44;0.44;0.28;0.2;0.44;0.28;0.1866666667;0.48;0.44;0.44;0.28;0.2;0.44;0.4666666667;0.6;0.24;0.36;0.16;0.32;0.44;0.6282051282;0.4788888889;0.5711111111;0.4511111111;0.2788888889;0.5866666667;0.5215384615;0.52;0.56;0.4830769231;0.6015384615;0.16;0.4;0.28;0.44;0.4;0.32;0.44;0.24;0.52;0.36
;;;;;;;0.12;;0.4;0.12;;0.3;0.24;;0.3;0.1944444444;;0.3;0.4615384615;;0.2;0.32;;0.1;0.36;;0.5;0.24;;0.2;0.08;;0.1;0.4;0.12;0.16;0.12;0.28;0.3066666667;0.5215384615;0.44;0.44;0.32;0.2;0.52;0.08;0.08;0.28;0.1866666667;0.4830769231;0.44;0.44;0.32;0.2;0.44;0.08;0.28;0.1988888889;0.48;0.44;0.44;0.28;0.2;0.44;0.28;0.1866666667;0.48;0.44;0.44;0.28;0.2;0.44;0.4666666667;0.6;0.24;0.36;0.16;0.32;0.44;0.6282051282;0.4788888889;0.5711111111;0.4511111111;0.2788888889;0.5866666667;0.5215384615;0.52;0.56;0.4830769231;0.6015384615;0.16;0.4;0.28;0.44;0.4;0.32;0.44;0.24;0.52;0.36
;;;;;;;0.12;;0.4;0.12;;0.3;0.24;;0.3;0.1944444444;;0.3;0.4615384615;;0.2;0.32;;0.1;0.36;;0.5;0.24;;0.2;0.08;;0.1;0.4;0.12;0.16;0.12;0.28;0.3066666667;0.5215384615;0.44;0.44;0.32;0.2;0.52;0.08;0.08;0.28;0.1866666667;0.4830769231;0.44;0.44;0.32;0.2;0.44;0.08;0.28;0.1988888889;0.48;0.44;0.44;0.28;0.2;0.44;0.28;0.1866666667;0.48;0.44;0.44;0.28;0.2;0.44;0.4666666667;0.6;0.24;0.36;0.16;0.32;0.44;0.6282051282;0.4788888889;0.5711111111;0.4511111111;0.2788888889;0.5866666667;0.5215384615;0.52;0.56;0.4830769231;0.6015384615;0.16;0.4;0.28;0.44;0.4;0.32;0.44;0.24;0.52;0.36
;;;;;;;0.12;;0.4;0.12;;0.3;0.24;;0.3;0.1944444444;;0.3;0.4615384615;;0.2;0.32;;0.1;0.36;;0.5;0.24;;0.2;0.08;;0.1;0.4;0.12;0.16;0.12;0.28;0.3066666667;0.5215384615;0.44;0.44;0.32;0.2;0.52;0.08;0.08;0.28;0.1866666667;0.4830769231;0.44;0.44;0.32;0.2;0.44;0.08;0.28;0.1988888889;0.48;0.44;0.44;0.28;0.2;0.44;0.28;0.1866666667;0.48;0.44;0.44;0.28;0.2;0.44;0.4666666667;0.6;0.24;0.36;0.16;0.32;0.44;0.6282051282;0.4788888889;0.5711111111;0.4511111111;0.2788888889;0.5866666667;0.5215384615;0.52;0.56;0.4830769231;0.6015384615;0.16;0.4;0.28;0.44;0.4;0.32;0.44;0.24;0.52;0.36
;;;;;;;0.12;;0.4;0.12;;0.3;0.24;;0.3;0.1944444444;;0.3;0.4615384615;;0.2;0.32;;0.1;0.36;;0.5;0.24;;0.2;0.08;;0.1;0.4;0.12;0.16;0.12;0.28;0.3066666667;0.5215384615;0.44;0.44;0.32;0.2;0.52;0.08;0.08;0.28;0.1866666667;0.4830769231;0.44;0.44;0.32;0.2;0.44;0.08;0.28;0.1988888889;0.48;0.44;0.44;0.28;0.2;0.44;0.28;0.1866666667;0.48;0.44;0.44;0.28;0.2;0.44;0.4666666667;0.6;0.24;0.36;0.16;0.32;0.44;0.6282051282;0.4788888889;0.5711111111;0.4511111111;0.2788888889;0.5866666667;0.5215384615;0.52;0.56;0.4830769231;0.6015384615;0.16;0.4;0.28;0.44;0.4;0.32;0.44;0.24;0.52;0.36
;;;;;;;0.12;;0.4;0.12;;0.3;0.24;;0.3;0.1944444444;;0.3;0.4615384615;;0.2;0.32;;0.1;0.36;;0.5;0.24;;0.2;0.08;;0.1;0.4;0.12;0.16;0.12;0.28;0.3066666667;0.5215384615;0.44;0.44;0.32;0.2;0.52;0.08;0.08;0.28;0.1866666667;0.4830769231;0.44;0.44;0.32;0.2;0.44;0.08;0.28;0.1988888889;0.48;0.44;0.44;0.28;0.2;0.44;0.28;0.1866666667;0.48;0.44;0.44;0.28;0.2;0.44;0.4666666667;0.6;0.24;0.36;0.16;0.32;0.44;0.6282051282;0.4788888889;0.5711111111;0.4511111111;0.2788888889;0.5866666667;0.5215384615;0.52;0.56;0.4830769231;0.6015384615;0.16;0.4;0.28;0.44;0.4;0.32;0.44;0.24;0.52;0.36
