Feature,Entropy,Hurst,linear,exponential,binary
word_length,3.366374007862084,0.5511065390930623,-0.12229846649133064,-0.12229846649133064,0.11696454675898783
sentence_length,1.633979963274621,0.5879144199550842,0.045662519731762795,0.045662519731762795,0.2450031766669881
clause_length,3.0963742457930046,0.5562951372362476,0.03516306148202515,0.03516306148202515,0.15488050782207846
episode_length,0.2889864398170608,,0.5255205310981699,0.5255205310981699,0.10990137459684027
letter_count,1.610340551610683,0.6280420590969753,-0.0440445705691383,-0.0440445705691383,0.13160796778750777
