Tale Number,word_length_Hurst,word_length_Moran_linear,sentence_length_Hurst,sentence_length_Moran_linear,clause_length_Hurst,clause_length_Moran_linear,episode_length_Hurst,episode_length_Moran_linear,letter_count_Hurst,letter_count_Moran_linear
1,0.6569472108466268,-0.12185140348808375,0.684605584284666,0.06932267555688047,0.3604495514333496,-0.24777100407738248,0.45829958533319015,-0.03393908677838356,0.5093148888588303,-0.014699245533165504
2,0.49327289732793933,-0.06487809100427051,0.44466892909833905,-0.027570884449503327,0.8528701976446625,-0.07509540968830482,1.01284079239604,0.1884368014216462,0.5523721470342334,0.0010183614377668646
3,0.535275239039911,-0.08701014102050225,0.5632676313185097,0.05729952929464488,0.739249849813456,0.05383214045530533,0.8412373178328753,0.3445679094839787,0.6448412092760419,-0.03652364957700221
4,0.5774996912904197,0.026781700031550587,0.5204330878915847,-0.17606759534140215,0.332878338983996,0.09747426926408395,0.5890631504516445,-0.08612457666511716,0.5768271919554726,-0.11370590229460195
5,0.5268234170553121,-0.11577985873037393,0.6957701951427144,-0.32463038002409383,0.4927025366606094,0.021172390327903943,0.9291616650915366,0.33157833373219686,0.5261206431060481,-0.030439892158204956
