Tale Number,word_length_Hurst,word_length_Moran_linear,sentence_length_Hurst,sentence_length_Moran_linear,clause_length_Hurst,clause_length_Moran_linear,episode_length_Hurst,episode_length_Moran_linear,letter_count_Hurst,letter_count_Moran_linear
1,0.47555248113244253,-0.11229681663268494,0.7486906129215576,0.055171305367014194,0.6394852947845188,-0.07631559785718002,,0.040385528580756225,0.42804250137071553,-0.02588193801928894
2,0.4872267374303005,-0.09152350268367462,0.5500687628015142,0.08762580023165972,0.602391853153462,0.0006423643457199275,,0.13141518981781072,0.46440783436214916,-0.011883375195828124
3,0.5586627886974903,-0.1414906756253333,0.7619511460335178,0.15697104112388108,0.5587580036217791,0.06818786438932506,,-0.5198327485455537,0.6280131669726521,-0.05072995143987623
4,0.6011457694431926,-0.22507415936582287,0.8283256671950959,-0.0507763767351816,0.6200828468273423,0.0972562951144737,,-0.12024829951526139,0.6028682118369096,-0.017084063302653274
5,0.453052002038798,-0.20597618254201502,0.40241088464068175,0.08926020284722753,0.8065134311246983,0.09510822085423166,,-0.26230792994646457,0.5201849010973816,-0.06406714224354809
