Feature,Entropy,Hurst,linear,exponential,binary
word_length,3.122801659082656,0.4792042771831259,-0.09339070961130068,-0.09339070961130068,0.13051297607464726
sentence_length,0.9900277006767718,0.7118168472627638,-0.13912834055477583,-0.13912834055477583,-0.01743383585018314
clause_length,3.1112272710800757,0.7682409699307461,0.1760765027046623,0.1760765027046623,0.17021253777122572
episode_length,0.560517470326778,,0.2890188899839309,0.2890188899839309,0.2639377803926369
letter_count,1.6116926935585392,0.6423638849281978,-0.04285316814745159,-0.04285316814745159,0.13148813623983957
