tale_id,num_episodes,num_sentences,num_clauses,num_words,avg_episode_length,avg_sentence_length,avg_clause_length,avg_dep_distance_clause,avg_dep_distance_sentence,avg_dep_distance_episode,Average_Eventfulness,Average_I,CLI,D_h,avg_homothety,hurst_dep_distance,hurst_eventfulness,hurst_I,Fractal Dimension (Letters),Fractal Dimension (Words),Fractal Dimension (Clauses),Fractal Dimension (Sentences),Fractal Dimension (Episodes)
1.0,2.0,23.0,146.0,952.0,317.3333333333333,41.391304347826086,6.52054794520548,1.8767123287671232,11.91304347826087,91.33333333333331,0.1304347826086956,1.553875236294896,9.13653846153846,-0.3572515705469718,3.35626364899742,0.7927137135328494,1.3263967183295655,0.9222670645382052,0.966,1.15,1.0925,1.1597,1.8594
2.0,6.0,37.0,243.0,1838.0,262.57142857142856,49.67567567567568,7.563786008230453,1.3786008230452675,9.054054054054054,47.85714285714285,0.1891891891891892,1.712929145361578,9.164921465968582,-0.3404925521998632,3.0552898577589933,0.6213282442201086,0.5522231762278339,0.8072641081670222,0.9949,1.3668,1.0994,1.0736,1.4906
3.0,2.0,34.0,225.0,1476.0,492.0,43.41176470588236,6.56,2.271111111111112,15.029411764705882,170.33333333333334,0.088235294117647,1.3261245674740485,9.10455813953488,-0.3508840496900827,3.359782135076253,0.6995546446570707,1.1003670727394466,0.8049770729472383,0.982,1.1938,1.1621,0.9933,1.8415
4.0,1.0,57.0,360.0,2530.0,1265.0,44.3859649122807,7.027777777777778,0.6111111111111112,3.8596491228070176,110.0,0.0350877192982456,0.1354262850107725,8.324279398762155,-0.3356275284000996,4.749658869395711,0.5532006590061286,1.0879168469967968,0.5532006590061284,0.9988,1.1613,1.0025,1.0514,
5.0,4.0,80.0,489.0,3458.0,691.6,43.225,7.071574642126789,0.4723926380368098,2.8875,46.2,0.0625,0.18046875,7.934066570188136,-0.3404446725616887,3.021855828220858,0.5511374213574904,0.5955527145642477,0.4286820111023645,0.9905,1.1996,0.6311,0.9776,0.0959
6.0,5.0,47.0,317.0,2190.0,365.0,46.59574468085106,6.908517350157728,3.154574132492113,21.27659574468085,166.66666666666666,0.1276595744680851,2.7161611588954275,8.916725388601037,-0.3468703398057989,2.8553817929614964,0.5943964943101099,0.8048878931379432,0.5206175037049585,1.005,1.5839,0.7265,1.0318,1.1438
7.0,5.0,55.0,347.0,2294.0,382.3333333333333,41.70909090909091,6.610951008645533,2.7146974063400577,17.12727272727273,157.0,0.109090909090909,1.868429752066116,8.707186147186142,-0.3536337166536308,2.73357785346258,0.7241087130558446,1.2141665155153416,0.8463225962449775,0.9982,1.1443,1.1033,1.0237,0.65
8.0,9.0,124.0,892.0,6214.0,621.4,50.11290322580645,6.966367713004484,0.3206278026905829,2.306451612903226,28.6,0.0806451612903225,0.1860041623309053,8.514591291061876,-0.3391495149280029,2.653355728070035,0.3284215072710543,0.8838807674684644,0.5673648069456881,0.9885,0.7471,1.0359,1.024,0.4
9.0,12.0,209.0,1165.0,7792.0,599.3846153846154,37.2822966507177,6.688412017167382,0.111587982832618,0.6220095693779905,10.0,0.062200956937799,0.0386895904397793,7.39042647994907,-0.351159620992175,2.495793261277788,0.4889805141148908,0.6141545550676815,0.6603595402089496,0.9866,1.2622,1.127,1.4986,1.3125
10.0,1.0,60.0,495.0,3832.0,1916.0,63.86666666666667,7.741414141414141,1.1292929292929292,9.316666666666666,279.5,0.0333333333333333,0.3105555555555555,7.115029585798816,-0.3154844725129213,5.212457912457912,0.7726746906458098,1.0807484930510318,0.7726746906458098,0.9974,0.9923,1.0678,1.1373,
11.0,8.0,67.0,461.0,3356.0,372.8888888888889,50.08955223880597,7.279826464208243,0.6203904555314533,4.268656716417911,31.77777777777778,0.1343283582089552,0.5734016484740477,8.62848066298342,-0.33988827136772,2.8231564520132526,0.7435492953230102,0.8079325297311507,0.7261936507651764,0.9947,1.1789,0.9796,0.9778,0.4123
12.0,10.0,83.0,550.0,3916.0,356.0,47.18072289156626,7.12,0.4,2.6506024096385543,20.0,0.1325301204819277,0.3512846566990855,9.224925462134763,-0.3439149864930473,2.705146403797006,0.6163766712455138,0.5054661602277617,0.6938359606084205,1.0081,0.7294,1.0743,1.4624,0.7129
,,,,,,,,,,,,,,,,,,,,,,,
