tale_id,num_episodes,num_sentences,num_clauses,num_words,avg_episode_length,avg_sentence_length,avg_clause_length,avg_dep_distance_clause,avg_dep_distance_sentence,avg_dep_distance_episode,Average_Eventfulness,Average_I,CLI,D_h,avg_homothety,hurst_dep_distance,hurst_eventfulness,hurst_I,Fractal Dimension (Letters),Fractal Dimension (Words),Fractal Dimension (Clauses),Fractal Dimension (Sentences),Fractal Dimension (Episodes)
15.0,9.0,57.0,644.0,3790.0,379.0,66.49122807017544,5.885093167701863,0.765527950310559,8.649122807017545,49.3,0.175438596491228,1.5173899661434287,6.199097010372178,-0.3555406056929819,2.26764677393968,0.772553334140216,0.681279655886555,0.8646954789743395,0.9399,0.7912,1.0928,1.1704,0.8571
16.0,8.0,51.0,518.0,3292.0,365.77777777777777,64.54901960784314,6.355212355212355,2.8223938223938223,28.666666666666668,162.44444444444446,0.1764705882352941,5.058823529411765,5.854398848092153,-0.3479459069761708,2.474846695434931,0.3606040210818166,0.4629569911943076,0.5946150685228669,0.9236,1.0374,0.9854,1.1389,0.6483
17.0,4.0,7.0,60.0,370.0,74.0,52.85714285714285,6.166666666666667,13.1,112.28571428571428,157.2,0.7142857142857143,80.20408163265307,4.22586826347305,-0.378686240944493,2.8464285714285715,,,,0.9371,1.167,1.2317,0.4544,1.1508
18.0,22.0,132.0,1126.0,6244.0,271.4782608695652,47.30303030303031,5.5452930728241565,0.8987566607460036,7.666666666666667,44.0,0.1742424242424242,1.335858585858586,5.221590733590734,-0.3740897821328563,2.029607800922188,0.6952313041694103,0.4976167743997882,0.692431103986958,0.952,1.192,0.8904,1.2482,1.0647
19.0,5.0,47.0,526.0,2944.0,490.6666666666667,62.63829787234042,5.596958174904943,0.344106463878327,3.851063829787234,30.166666666666668,0.1276595744680851,0.4916251697600723,6.458562499999999,-0.3602512338909465,2.311120998840438,0.7360355473213952,1.0782680213479805,1.0175616006647172,0.9437,0.9764,1.0749,1.0723,1.2954
20.0,9.0,25.0,352.0,1920.0,192.0,76.8,5.454545454545454,1.1107954545454546,15.64,39.1,0.4,6.256,7.14043628013777,-0.3698741685001276,2.177209595959596,0.3464248995530266,1.0026240187193172,0.5537828011389054,0.9309,0.8553,1.3108,1.4278,1.1192
21.0,3.0,11.0,128.0,778.0,194.5,70.72727272727273,6.078125,17.9609375,209.0,574.75,0.3636363636363636,76.0,5.392514619883038,-0.3583870412629362,2.851246843434343,,,,0.9675,0.9778,1.3236,0.6663,1.9344
22.0,30.0,149.0,1314.0,7860.0,253.5483870967742,52.75167785234899,5.981735159817352,0.4710806697108067,4.154362416107382,19.967741935483872,0.2080536912751678,0.8643304355659654,5.796927692769273,-0.3632309599170846,2.1675247464067917,0.6369788331712661,0.5556288192712464,0.6648199618238846,0.951,1.2673,0.8198,0.8084,1.1702
23.0,5.0,99.0,994.0,5776.0,962.6666666666666,58.343434343434346,5.810865191146881,0.3571428571428571,3.585858585858586,59.16666666666666,0.0606060606060606,0.2173247627793082,6.069265905383357,-0.3514668560435727,2.377747291831799,0.5584857166417901,0.965371246645109,0.7499109828823775,0.9551,0.7404,0.8216,1.0237,0.6023
24.0,5.0,70.0,498.0,2884.0,480.6666666666667,41.2,5.791164658634538,0.3453815261044177,2.4571428571428573,28.666666666666668,0.0857142857142857,0.2106122448979592,5.806501650165014,-0.3662908266868858,2.391891375023905,0.7061112842425512,0.568722511343178,0.9644206394784186,0.9424,0.778,1.3429,0.716,0.9521
25.0,32.0,118.0,1210.0,7076.0,214.42424242424244,59.96610169491525,5.847933884297521,0.3421487603305785,3.5084745762711864,12.545454545454543,0.2796610169491525,0.981183567940247,6.018527004909981,-0.3650273911460676,2.135954498762665,0.5951124671710357,0.8284816472911375,0.5988552643730125,0.9413,1.1916,1.0398,0.7935,0.8504
,,,,,,,,,,,,,,,,,,,,,,,
