tale_id,num_episodes,num_sentences,num_clauses,num_words,avg_episode_length,avg_sentence_length,avg_clause_length,avg_dep_distance_clause,avg_dep_distance_sentence,avg_dep_distance_episode,Average_Eventfulness,Average_I,CLI,D_h,avg_homothety,hurst_dep_distance,hurst_eventfulness,hurst_I,Fractal Dimension (Letters),Fractal Dimension (Words),Fractal Dimension (Clauses),Fractal Dimension (Sentences),Fractal Dimension (Episodes)
1.0,37.0,63.0,295.0,2392.0,62.94736842105263,37.96825396825397,8.108474576271187,0.0610169491525423,0.2857142857142857,0.4736842105263157,0.6031746031746031,0.1723356009070294,16.857215650591446,-0.3640750878731629,3.048118821000177,0.6277565181979958,0.7993249169579165,0.4091539378639499,0.9444,0.9926,1.0894,0.8587,0.9577
2.0,34.0,61.0,311.0,2254.0,64.4,36.950819672131146,7.247588424437299,0.7717041800643086,3.9344262295081966,6.857142857142857,0.5737704918032787,2.2574576726686373,16.223658536585372,-0.3742640292085648,2.74355492025496,0.6286362279574924,0.7489877475972455,0.720429005939949,0.9581,0.9564,1.0256,0.8506,0.8343
3.0,17.0,30.0,139.0,1138.0,63.22222222222222,37.93333333333333,8.18705035971223,0.4172661870503597,1.933333333333333,3.2222222222222223,0.6,1.16,15.663703703703703,-0.3632051200986916,3.1614896318239527,0.2818682630018647,0.5548959509752166,0.554515896849242,0.9628,0.9378,0.9705,1.1659,1.0039
4.0,27.0,47.0,201.0,1758.0,62.785714285714285,37.40425531914894,8.746268656716419,0.0597014925373134,0.2553191489361702,0.4285714285714285,0.5957446808510638,0.1521050248981439,17.62378920953576,-0.3584369050894986,3.2999266865044365,0.7370092483863535,0.9845060241391022,0.6518417045227237,0.964,0.9846,1.0638,1.3414,1.1782
5.0,25.0,46.0,201.0,1756.0,67.53846153846153,38.17391304347826,8.7363184079602,0.0497512437810945,0.217391304347826,0.3846153846153846,0.5652173913043478,0.1228733459357277,15.768147174770032,-0.3564278811802694,3.293281418991997,0.6260668316801201,0.5404893323186407,0.568118452402959,0.9609,1.034,1.2176,1.2837,0.931
6.0,29.0,60.0,228.0,1842.0,61.4,30.7,8.078947368421053,0.0657894736842105,0.25,0.5,0.5,0.125,14.485679314565488,-0.371163530079877,3.0402298850574723,0.8694411823376617,0.6792841772934718,0.8181422493168212,0.9716,1.5045,1.1478,1.1398,1.1951
7.0,22.0,76.0,371.0,2684.0,116.69565217391305,35.31578947368421,7.234501347708895,0.0161725067385444,0.0789473684210526,0.2608695652173913,0.3026315789473684,0.0238919667590027,12.724839255499152,-0.364739925007653,2.690275216342744,0.5181637386555652,0.9237769436583662,0.5461089976655246,0.9566,1.2695,1.2553,0.9992,1.5298
8.0,23.0,38.0,135.0,1032.0,43.0,27.157894736842103,7.644444444444445,8.296296296296296,29.473684210526315,46.66666666666666,0.631578947368421,18.614958448753463,16.19460869565217,-0.3883217022065868,2.963290674350933,0.6395806144406894,0.7350591182851868,0.5839386736885815,0.9589,0.8873,0.9965,1.2145,1.1188
9.0,30.0,54.0,218.0,1874.0,60.45161290322581,34.7037037037037,8.596330275229358,4.284403669724771,17.296296296296298,30.12903225806452,0.5740740740740741,9.929355281207132,16.964449818621528,-0.3627474961325338,3.2348850379431418,0.6502906448032091,0.4617311285261676,0.5130251172830567,0.9571,0.9437,0.7471,0.815,1.0409
10.0,2.0,3.0,15.0,118.0,39.333333333333336,39.333333333333336,7.866666666666666,17.066666666666666,85.33333333333333,85.33333333333333,1.0,85.33333333333333,20.99034482758621,-0.3769955695633844,4.333333333333333,,,,0.9417,1.0187,0.7346,,1.6771
