tale_id,num_episodes,num_sentences,num_clauses,num_words,avg_episode_length,avg_sentence_length,avg_clause_length,avg_dep_distance_clause,avg_dep_distance_sentence,avg_dep_distance_episode,Average_Eventfulness,Average_I,CLI,D_h,avg_homothety,hurst_dep_distance,hurst_eventfulness,hurst_I,Fractal Dimension (Letters),Fractal Dimension (Words),Fractal Dimension (Clauses),Fractal Dimension (Sentences),Fractal Dimension (Episodes)
1.0,9.0,129.0,1003.0,6886.0,688.6,53.37984496124031,6.865403788634097,0.4336989032901296,3.372093023255814,43.5,0.0775193798449612,0.2614025599423111,9.723504062168844,-0.3381990014588826,2.6114533230626806,0.6546942006020633,0.5786718283413468,0.5526670925046807,0.9487,1.5491,0.8464,1.1327,0.3122
2.0,7.0,37.0,273.0,1988.0,248.5,53.729729729729726,7.282051282051282,1.5238095238095235,11.243243243243244,52.0,0.2162162162162162,2.430971512052593,10.136352509179924,-0.3427629613910726,2.8913638913638917,0.7393490474362677,0.683876089507983,0.7820680611047139,0.9748,1.1515,0.8302,1.4524,0.0885
3.0,5.0,68.0,473.0,3450.0,575.0,50.73529411764706,7.293868921775899,0.5095137420718816,3.544117647058824,40.16666666666666,0.088235294117647,0.3127162629757785,10.461449664429528,-0.3351889798030793,2.994880404593127,0.5189340319176625,0.5351610108004481,0.7367251933198398,0.9521,1.0363,1.1748,0.8788,0.7795
4.0,2.0,24.0,157.0,1136.0,378.6666666666667,47.333333333333336,7.235668789808917,1.4394904458598723,9.416666666666666,75.33333333333333,0.125,1.1770833333333333,10.79006211180124,-0.3416681667374368,3.710456475583864,0.6980589220851019,0.2209688624949371,0.8298737247721145,0.9698,1.1998,1.022,1.4024,1.8574
5.0,8.0,67.0,606.0,4172.0,463.55555555555554,62.26865671641791,6.884488448844884,0.5198019801980198,4.701492537313433,35.0,0.1343283582089552,0.6315437736689686,9.99111614730878,-0.3381055385395602,2.6633129730883534,0.6843382622175647,0.9496924834813496,0.6965087839217363,0.9453,1.0868,0.9613,1.0615,0.4413
6.0,19.0,85.0,655.0,4494.0,224.7,52.87058823529412,6.861068702290076,1.0885496183206107,8.388235294117647,35.65,0.2352941176470588,1.9737024221453288,9.377643894566967,-0.3500741577265842,2.5290808971238152,0.5673783756523172,0.929107934775506,1.0484178536226318,0.9353,0.9989,0.9919,1.2267,1.6604
7.0,4.0,74.0,332.0,2246.0,449.2,30.35135135135135,6.765060240963855,2.036144578313253,9.135135135135137,135.2,0.0675675675675675,0.6172388604821037,8.720865603644647,-0.3588141459530918,2.915594811679149,0.7004624597449661,0.5875861342752952,0.6272486344834374,0.9338,1.0422,0.5018,0.9455,-0.1919
8.0,5.0,53.0,358.0,2466.0,411.0,46.528301886792455,6.888268156424581,0.4469273743016759,3.018867924528302,26.666666666666668,0.1132075471698113,0.3417586329654681,9.701183673469384,-0.3459703874708504,2.8423913425389125,0.6899114802297519,1.1344221142745812,0.9587449731795368,0.9299,1.2131,0.9189,1.0582,0.7355
9.0,2.0,31.0,263.0,1728.0,576.0,55.74193548387097,6.570342205323194,2.0190114068441063,17.129032258064516,177.0,0.0967741935483871,1.6576482830385015,10.305781466113416,-0.3432173825978422,3.35671940798888,0.5771184136590043,1.083787050800842,0.92423010992813,0.9531,1.1118,1.0902,0.9945,1.8379
10.0,10.0,84.0,675.0,4456.0,405.09090909090907,53.04761904761905,6.601481481481481,0.4088888888888889,3.2857142857142856,25.09090909090909,0.1309523809523809,0.4302721088435374,9.672977099236636,-0.3472440083537815,2.5056754850088185,0.7783495078187009,0.5499549270613375,0.7310150449235716,0.9446,0.7878,0.8647,1.0547,1.2692
11.0,6.0,53.0,440.0,3102.0,443.1428571428572,58.528301886792455,7.05,0.3704545454545455,3.0754716981132075,23.285714285714285,0.1320754716981132,0.4061943752224991,9.883933933933928,-0.3375867360160611,2.8258433390508864,0.4976164505064352,0.7167676466986981,0.6884343532719022,0.9546,1.3181,1.0415,1.4726,0.8678
12.0,4.0,85.0,583.0,3968.0,793.6,46.68235294117647,6.806174957118353,0.2332761578044597,1.6,27.2,0.0588235294117647,0.0941176470588235,8.778812903225806,-0.3410782636495106,2.9041132748124974,0.6657878981101776,0.5856762261493683,0.7400222351752431,0.9493,1.2042,0.8697,0.945,0.0273
,,,,,,,,,,,,,,,,,,,,,,,
