tale_id,series,best_H,min_ks_stat,hurst_exponent,rs_hurst,ks_stat
17,num_words_vs_num_clauses,,,,,0.11304347826086956
17,num_words_vs_dep_distance,,,,,0.2
17,num_words_vs_Eventfulness,,,,,0.41739130434782606
17,num_words_vs_I,,,,,0.30434782608695654
17,num_clauses_vs_dep_distance,,,,,0.1565217391304348
17,num_clauses_vs_Eventfulness,,,,,0.33043478260869563
17,num_clauses_vs_I,,,,,0.30434782608695654
17,dep_distance_vs_Eventfulness,,,,,0.4260869565217391
17,dep_distance_vs_I,,,,,0.34782608695652173
17,Eventfulness_vs_I,,,,,0.2782608695652174
18,num_words,0.30000000000000004,0.09917355371900827,0.9,,
18,num_clauses,0.30000000000000004,0.13114754098360656,0.9,,
18,dep_distance,0.9,0.19672131147540983,0.9,,
18,Eventfulness,0.2,0.5,0.9,,
18,I,0.30000000000000004,0.19672131147540983,0.9,,
18,num_words_vs_num_clauses,,,,,0.13643137786207832
18,num_words_vs_dep_distance,,,,,0.17368920200514834
18,num_words_vs_Eventfulness,,,,,0.5041322314049587
18,num_words_vs_I,,,,,0.21487603305785125
18,num_clauses_vs_dep_distance,,,,,0.18032786885245902
18,num_clauses_vs_Eventfulness,,,,,0.4918032786885246
18,num_clauses_vs_I,,,,,0.2540983606557377
18,dep_distance_vs_Eventfulness,,,,,0.6639344262295082
18,dep_distance_vs_I,,,,,0.1557377049180328
18,Eventfulness_vs_I,,,,,0.6885245901639344
19,num_words,0.2,0.15789473684210525,0.9,,
19,num_clauses,0.9,0.17543859649122806,0.9,,
19,dep_distance,0.1,0.2807017543859649,0.9,,
19,Eventfulness,0.2,0.2631578947368421,0.9,,
19,I,0.7000000000000001,0.2807017543859649,0.9,,
19,num_words_vs_num_clauses,,,,,0.15789473684210525
19,num_words_vs_dep_distance,,,,,0.2982456140350877
19,num_words_vs_Eventfulness,,,,,0.2807017543859649
19,num_words_vs_I,,,,,0.38596491228070173
19,num_clauses_vs_dep_distance,,,,,0.3508771929824561
19,num_clauses_vs_Eventfulness,,,,,0.3333333333333333
19,num_clauses_vs_I,,,,,0.3508771929824561
19,dep_distance_vs_Eventfulness,,,,,0.47368421052631576
19,dep_distance_vs_I,,,,,0.38596491228070173
19,Eventfulness_vs_I,,,,,0.47368421052631576
20,num_words,0.5,0.125,0.9,,
20,num_clauses,0.1,0.1875,0.9,,
20,dep_distance,0.1,0.18181818181818182,0.9,,
20,Eventfulness,0.5,0.45454545454545453,0.9,,
20,I,0.6,0.30303030303030304,0.9,,
20,num_words_vs_num_clauses,,,,,0.15625
20,num_words_vs_dep_distance,,,,,0.2215909090909091
20,num_words_vs_Eventfulness,,,,,0.4384469696969697
20,num_words_vs_I,,,,,0.375
20,num_clauses_vs_dep_distance,,,,,0.2528409090909091
20,num_clauses_vs_Eventfulness,,,,,0.59375
20,num_clauses_vs_I,,,,,0.3153409090909091
20,dep_distance_vs_Eventfulness,,,,,0.5151515151515151
20,dep_distance_vs_I,,,,,0.36363636363636365
20,Eventfulness_vs_I,,,,,0.5454545454545454
21,num_words,0.5,0.08421052631578947,0.9,,
21,num_clauses,0.1,0.11578947368421053,0.9,,
21,dep_distance,0.8,0.14736842105263157,0.9,,
21,Eventfulness,0.9,0.2736842105263158,0.9,,
21,I,0.6,0.22105263157894736,0.9,,
21,num_words_vs_num_clauses,,,,,0.1368421052631579
21,num_words_vs_dep_distance,,,,,0.15789473684210525
21,num_words_vs_Eventfulness,,,,,0.25263157894736843
21,num_words_vs_I,,,,,0.28421052631578947
21,num_clauses_vs_dep_distance,,,,,0.2
21,num_clauses_vs_Eventfulness,,,,,0.28421052631578947
21,num_clauses_vs_I,,,,,0.28421052631578947
21,dep_distance_vs_Eventfulness,,,,,0.2736842105263158
21,dep_distance_vs_I,,,,,0.29473684210526313
21,Eventfulness_vs_I,,,,,0.3157894736842105
22,num_words,0.2,0.10666666666666667,0.9,,
22,num_clauses,0.2,0.12,0.9,,
22,dep_distance,0.8,0.21333333333333335,0.9,,
22,Eventfulness,0.2,0.30666666666666664,0.9,,
22,I,0.2,0.3333333333333333,0.9,,
22,num_words_vs_num_clauses,,,,,0.10666666666666667
22,num_words_vs_dep_distance,,,,,0.22666666666666666
22,num_words_vs_Eventfulness,,,,,0.29333333333333333
22,num_words_vs_I,,,,,0.3333333333333333
22,num_clauses_vs_dep_distance,,,,,0.21333333333333335
22,num_clauses_vs_Eventfulness,,,,,0.3466666666666667
22,num_clauses_vs_I,,,,,0.44
22,dep_distance_vs_Eventfulness,,,,,0.25333333333333335
22,dep_distance_vs_I,,,,,0.49333333333333335
22,Eventfulness_vs_I,,,,,0.4666666666666667
23,num_words,0.30000000000000004,0.05405405405405406,0.9,,
23,num_clauses,0.4,0.12080536912751678,0.9,,
23,dep_distance,0.8,0.1476510067114094,0.9,,
23,Eventfulness,0.1,0.47651006711409394,0.9,,
23,I,0.5,0.2953020134228188,0.9,,
23,num_words_vs_num_clauses,,,,,0.10484309813168874
23,num_words_vs_dep_distance,,,,,0.25
23,num_words_vs_Eventfulness,,,,,0.4864864864864865
23,num_words_vs_I,,,,,0.33783783783783783
23,num_clauses_vs_dep_distance,,,,,0.2684563758389262
23,num_clauses_vs_Eventfulness,,,,,0.5167785234899329
23,num_clauses_vs_I,,,,,0.40268456375838924
23,dep_distance_vs_Eventfulness,,,,,0.6040268456375839
23,dep_distance_vs_I,,,,,0.40268456375838924
23,Eventfulness_vs_I,,,,,0.7181208053691275
24,num_words,0.8,0.05660377358490566,0.9,,
24,num_clauses,0.30000000000000004,0.10377358490566038,0.9,,
24,dep_distance,0.1,0.1509433962264151,0.9,,
24,Eventfulness,0.5,0.2358490566037736,0.9,,
24,I,0.1,0.3490566037735849,0.9,,
24,num_words_vs_num_clauses,,,,,0.09433962264150944
24,num_words_vs_dep_distance,,,,,0.1792452830188679
24,num_words_vs_Eventfulness,,,,,0.27358490566037735
24,num_words_vs_I,,,,,0.3867924528301887
24,num_clauses_vs_dep_distance,,,,,0.24528301886792453
24,num_clauses_vs_Eventfulness,,,,,0.36792452830188677
24,num_clauses_vs_I,,,,,0.36792452830188677
24,dep_distance_vs_Eventfulness,,,,,0.32075471698113206
24,dep_distance_vs_I,,,,,0.4056603773584906
24,Eventfulness_vs_I,,,,,0.42452830188679247
25,num_words,0.7000000000000001,0.18181818181818182,0.9,,
25,num_clauses,0.1,0.18181818181818182,0.9,,
25,dep_distance,0.30000000000000004,0.2727272727272727,0.9,,
25,Eventfulness,0.4,0.2727272727272727,0.9,,
25,I,0.4,0.2727272727272727,0.9,,
25,num_words_vs_num_clauses,,,,,0.2727272727272727
25,num_words_vs_dep_distance,,,,,0.36363636363636365
25,num_words_vs_Eventfulness,,,,,0.45454545454545453
25,num_words_vs_I,,,,,0.2727272727272727
25,num_clauses_vs_dep_distance,,,,,0.2727272727272727
25,num_clauses_vs_Eventfulness,,,,,0.2727272727272727
25,num_clauses_vs_I,,,,,0.2727272727272727
25,dep_distance_vs_Eventfulness,,,,,0.45454545454545453
25,dep_distance_vs_I,,,,,0.18181818181818182
25,Eventfulness_vs_I,,,,,0.5454545454545454
