tale_id,num_episodes,num_sentences,num_clauses,num_words,avg_episode_length,avg_sentence_length,avg_clause_length,avg_dep_distance_clause,avg_dep_distance_sentence,avg_dep_distance_episode,Average_Eventfulness,Average_I,CLI,D_h,avg_homothety,hurst_dep_distance,hurst_eventfulness,hurst_I,Fractal Dimension (Letters),Fractal Dimension (Words),Fractal Dimension (Clauses),Fractal Dimension (Sentences),Fractal Dimension (Episodes)
1.0,8.0,71.0,508.0,3142.0,349.1111111111111,44.25352112676056,6.18503937007874,1.06496062992126,7.619718309859155,60.11111111111112,0.1267605633802817,0.9658797857567942,9.224094861660078,-0.360142257444676,2.4082312114154747,0.6081073619307326,0.5493834276151838,0.5716531482460397,0.9179,1.3305,0.7788,0.9243,1.2927
2.0,16.0,134.0,1003.0,6556.0,385.6470588235294,48.92537313432836,6.536390827517447,0.3030907278165503,2.2686567164179103,17.88235294117647,0.126865671641791,0.2878146580530185,9.6103487064117,-0.3506894521948222,2.4017933760906334,0.4094810465883424,0.5387752412014872,0.5323944296993174,0.94,1.3227,0.973,1.0579,0.7972
3.0,10.0,152.0,1091.0,6906.0,627.8181818181819,45.43421052631579,6.329972502291476,0.1924839596700275,1.381578947368421,19.09090909090909,0.0723684210526315,0.0999826869806094,10.214380750176929,-0.3512556639648086,2.3915532989209964,0.5418650984162242,0.6482562545344724,0.952479305325155,0.9473,1.2181,0.9276,0.9769,0.6764
4.0,9.0,53.0,473.0,3182.0,318.2,60.0377358490566,6.727272727272728,0.7758985200845666,6.9245283018867925,36.7,0.1886792452830188,1.3065147739409044,9.735481927710849,-0.3450903919219324,2.59182581999607,0.6295676156357132,0.333718252375966,0.605472196276215,0.9235,1.0285,1.0441,0.8039,0.5652
5.0,7.0,39.0,375.0,2500.0,312.5,64.1025641025641,6.666666666666667,0.336,3.230769230769231,15.75,0.2051282051282051,0.6627218934911242,9.28881827209533,-0.3447986637382383,2.642725274725275,0.5227446907785364,0.6924019641484684,0.6176548691172691,0.935,1.1067,1.1325,0.9497,1.2366
6.0,10.0,44.0,424.0,2838.0,258.0,64.5,6.693396226415095,0.9575471698113208,9.227272727272728,36.90909090909091,0.25,2.3068181818181817,10.786215993404776,-0.3464618747474872,2.5721698113207547,0.680441383297415,0.7879349264880893,0.8558525033366479,0.9293,1.021,0.8293,0.9575,0.9321
7.0,6.0,79.0,599.0,4016.0,573.7142857142857,50.83544303797469,6.704507512520868,0.9031719532554258,6.848101265822785,77.28571428571429,0.0886075949367088,0.6067937830475886,9.135950769230767,-0.3433230379171241,2.680806501224497,0.6254599109418721,0.7961693543384343,0.6167970506892541,0.9514,1.3701,1.1169,1.2995,1.2925
8.0,18.0,108.0,881.0,5780.0,304.2105263157895,53.51851851851852,6.56072644721907,1.778660612939841,14.50925925925926,82.47368421052632,0.1759259259259259,2.5525548696845,10.307147595356549,-0.3507330317010351,2.407908381328737,0.7685847569630538,0.5890646671191802,0.6959686051187388,0.9246,0.8725,0.2679,1.1148,0.9706
9.0,7.0,50.0,367.0,2400.0,300.0,48.0,6.539509536784741,1.1825613079019073,8.68,54.25,0.16,1.3888,9.310891089108909,-0.3538119206882033,2.5899883223043987,0.5720454662930258,0.8370724479826083,0.7282429168702149,0.9184,0.9398,0.7851,0.7692,0.85
10.0,4.0,42.0,376.0,2570.0,514.0,61.19047619047619,6.835106382978723,0.7978723404255319,7.142857142857143,60.0,0.119047619047619,0.8503401360544217,8.939279778393349,-0.3382056436834462,2.924877575143532,0.4568489626423839,1.3242633607787937,0.4542785874918051,0.9386,1.3202,1.156,0.9975,1.6532
11.0,8.0,52.0,489.0,3168.0,352.0,60.92307692307692,6.478527607361963,2.2699386503067487,21.346153846153847,123.33333333333331,0.173076923076923,3.694526627218935,9.78589147286822,-0.3475516158126341,2.522586649887264,0.6115305520879318,0.5612164906607737,0.7606546417427535,0.9463,1.2452,1.0099,0.9409,0.5403
12.0,6.0,54.0,424.0,2850.0,407.1428571428572,52.77777777777778,6.721698113207547,1.0872641509433962,8.537037037037036,65.85714285714286,0.1296296296296296,1.1066529492455417,9.286143344709895,-0.3454734517372556,2.699656417423713,0.810400159420766,0.6447802869159515,0.840584719727899,0.951,1.1886,0.8769,0.9981,0.4634
13.0,17.0,172.0,1266.0,7684.0,426.8888888888889,44.674418604651166,6.069510268562401,0.6879936808846762,5.063953488372093,48.388888888888886,0.1046511627906976,0.5299486208761492,6.990733019502354,-0.3599259978991481,2.2223508088712545,0.5306385570264696,0.3789830352849223,0.5325488590962341,0.9432,0.9774,1.1038,1.1759,0.9766
